# JAS_WU																								
# Units: Mgal/day																								
# released 2014, March 7
huc12	newhydroid	AqGwWL	CoGwWL	DoGwWL	InGwWL	IrGwWL	LvGwWL	MiGwWL	ReGwWL	TeGwWL	WsGwWL	AqSwWL	CoSwWL	InSwWL	IrSwWL	MiSwWL	TeSwWL	WsSwWL	InGwRT	InSwRT	STswRT	WSgwRT	WSunkTR	WStrans
20401010205	159	0	0	0	-0.091067365	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.142465317	0	1	0
20401010205	196	0	0	0	-0.10175154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.159179586	0	1	-0.035265965
20401010205	216	0	0	0	-0.11362452	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.177753616	0	1	-0.003457818
20401010205	128	0	0	0	-0.125352012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.196100044	0	1	0
20401010206	164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	210	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.000145403
20401010206	166	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	212	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.006045667
20401010206	251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.348939108
20401010206	227	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.001910037
20401010206	143	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	201	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
20401010206	146	0	0	0	-0.000485269	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000759153	0	1	-0.026699365
20401010207	269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-0.6444399
